RUN_TIME,TIME_INTERVAL,RESOURCE_NAME,REGION_NAME,RESOURCE_TYPE,FUEL_TYPE,ZONE_ID,PARTICIPANT_ID,MW,LMP,LOSS_FACTOR,LMP_SMP,LMP_LOSS,LMP_CONGESTION
2020-10-05 01:10,2020-10-05 01:15,00ACCT_01,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00BATT_01,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00BATT_02,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00COAL_01,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00COAL_02,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00DCCT_GT,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00DCCT_ST,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00DIESEL_01,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00DIESEL_02,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00HYDRO_01,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00HYDRO_02,CLUZ,G,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00LOAD_01,CLUZ,NL,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00PUMP_01,CLUZ,PS,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
2020-10-05 01:10,2020-10-05 01:15,00PUMP_02,CLUZ,PS,,,,0,1509.37802451032,1.01044499874115,1525.0864145805,-15.7083900701791,0
